City_ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,bar-sur-aube,48.25,4.5833,280.21,87,22,8.03,FR,1738090047
363,saipan,15.1355,145.701,301.54,72,20,6.17,MP,1738090048
364,puigcerda,42.4316,1.9282,276.16,78,82,4.09,ES,1738090049
365,watertown,42.3709,-71.1828,274.31,34,0,8.75,US,1738090050
366,mahalapye,-23.1041,26.8142,298.04,39,5,3.57,BW,1738090052
367,yeniseysk,58.4497,92.1703,251.5,85,47,4.38,RU,1738090053
368,dakhla,23.6848,-15.958,293.16,77,0,11.83,EH,1738090054
369,fuyu,45.1833,124.8167,260.34,96,100,3.39,CN,1738090055
370,kasongo,-4.45,26.6667,293.52,94,35,0.3,CD,1738090056
371,uliastay,47.7417,96.8444,253.92,78,91,3.16,MN,1738090058
372,jiangzi,28.95,89.6333,264.95,11,0,1.0,CN,1738090059
373,las lomitas,-24.7096,-60.593,316.15,20,47,3.84,AR,1738090060
374,yerofey pavlovich,53.9667,121.9667,246.15,97,30,1.69,RU,1738090061
375,okhotsk,59.3833,143.3,247.86,75,73,3.83,RU,1738090062
376,kardla,58.9978,22.7492,278.14,100,100,3.09,EE,1738090063
377,beloyarskiy,63.7119,66.6722,250.4,99,99,1.54,RU,1738090064
378,nadi,-17.8,177.4167,296.15,100,40,2.06,FJ,1738090066
379,dulag,10.9525,125.0317,297.82,90,100,3.39,PH,1738090067
380,salihli,38.4826,28.1477,285.1,73,0,1.7,TR,1738090068
381,sitka,57.0531,-135.33,276.09,87,100,0.0,US,1738090069
382,puro,12.4841,123.3827,298.2,83,99,7.74,PH,1738090070
383,beyneu,45.3167,55.2,271.39,77,25,1.65,KZ,1738090072
384,sturgis,41.7992,-85.4192,276.97,52,0,7.72,US,1738090073
385,canto do buriti,-8.11,-42.9444,302.35,67,100,0.82,BR,1738090074
386,ust'-ilimsk,58.0006,102.6619,241.09,100,7,1.39,RU,1738090075
387,fujin,47.26,132.0322,261.11,95,100,3.75,CN,1738090076
388,boa vista,2.8197,-60.6733,306.14,46,75,3.6,BR,1738090078
389,queenstown,-31.8976,26.8753,292.69,87,80,4.5,ZA,1738090041
390,huittinen,61.1833,22.7,274.43,98,100,1.5,FI,1738090080
391,alofi,-19.0595,-169.9187,297.09,94,100,1.54,NU,1738090081
392,moranbah,-22.0016,148.0466,296.94,87,100,5.28,AU,1738090082
393,sumberpucung,-8.1586,112.4829,295.41,95,100,1.61,ID,1738090084
394,yantongshan,43.2919,126.0094,258.17,97,100,1.58,CN,1738090085
395,dickinson,29.4608,-95.0513,287.07,85,100,4.12,US,1738089916
396,usinsk,65.9939,57.5281,258.77,89,86,2.62,RU,1738090087
397,arteche,12.2645,125.4048,297.88,91,100,4.24,PH,1738090088
398,tadine,-21.55,167.8833,298.1,85,29,5.54,NC,1738090090
399,portel,-1.9356,-50.8211,304.05,57,61,2.19,BR,1738090091
400,carutapera,-1.195,-46.02,302.49,68,12,3.96,BR,1738090092
401,luganville,-15.5333,167.1667,298.97,86,100,1.06,VU,1738090093
402,al muwayh,22.4333,41.7583,290.76,26,0,1.48,SA,1738090094
403,melilla,35.2937,-2.9383,289.36,63,20,9.77,ES,1738090095
404,portland,45.5234,-122.6762,280.47,58,0,4.47,US,1738089837
405,waingapu,-9.6567,120.2641,298.99,85,100,1.84,ID,1738090098
406,buala,-8.145,159.5921,299.45,82,99,2.26,SB,1738090099
407,champerico,14.3,-91.9167,301.98,62,0,4.58,GT,1738090100
408,rhede,51.8333,6.7,281.08,87,100,7.8,DE,1738090101
409,broome,42.2506,-75.833,269.87,58,40,6.17,US,1738090102
410,turtas,58.9417,69.1325,248.51,100,97,1.41,RU,1738090104
411,tarko-sale,64.9225,77.785,249.94,89,99,4.66,RU,1738090105
412,ushtobe,45.2514,77.9838,265.76,93,100,0.91,KZ,1738090106
413,francisco sa,-16.4758,-43.4883,303.38,50,86,2.15,BR,1738090107
414,sipkovica,42.035,20.9156,277.68,49,86,2.44,MK,1738090108
415,santana,-0.0583,-51.1817,305.25,62,20,5.66,BR,1738090109
416,malanje,-9.5402,16.341,291.34,97,100,2.22,AO,1738090110
417,da nang,16.0678,108.2208,291.14,88,100,0.0,VN,1738090111
418,nacimiento,-37.5,-72.6667,302.58,9,0,4.92,CL,1738090113
419,ola,59.5833,151.2833,247.56,79,16,3.52,RU,1738090114
420,pryamitsyno,51.6561,35.9314,279.01,79,100,3.89,RU,1738090115
421,kamianka,49.0318,32.104,280.16,90,15,5.82,UA,1738090116
422,gulod,14.3449,121.2177,298.66,83,100,4.51,PH,1738090117
423,general acha,-37.377,-64.6043,307.17,20,0,5.36,AR,1738090119
424,linden,6.0,-58.3,300.6,81,98,1.34,GY,1738090120
425,kerikeri,-35.2268,173.9474,289.82,89,12,0.91,NZ,1738090121
426,tarazona,41.9,-1.7333,279.34,74,78,4.19,ES,1738090122
427,freetown,8.484,-13.2299,301.99,70,40,5.14,SL,1738090145
428,yuzhne,46.6221,31.1013,279.41,96,42,6.16,UA,1738090146
429,moab,38.5733,-109.5498,281.27,29,100,1.92,US,1738089983
430,tucuma,-0.1833,-50.05,302.08,72,63,3.41,BR,1738090148
431,kavaratti,10.5669,72.642,299.56,71,100,2.24,IN,1738090149
432,bay city,43.5945,-83.8889,272.62,70,100,6.17,US,1738090150
433,howard springs,-12.497,131.047,298.1,100,100,1.53,AU,1738090152
434,luchegorsk,46.4764,134.2569,259.32,96,100,1.61,RU,1738090153
435,aksu,41.1231,80.2644,264.66,77,100,0.9,CN,1738090154
436,saint-francois,46.4154,3.9054,280.84,78,75,4.63,FR,1738090155
437,princeville,45.7668,-61.2985,274.69,91,100,5.66,CA,1738090156
438,labytnangi,66.6572,66.4183,249.06,98,100,0.9,RU,1738090081
439,masina,-4.3836,15.3914,304.31,51,40,3.09,CD,1738090159
440,arauco,-37.2463,-73.3175,296.04,33,23,3.76,CL,1738090160
441,mejit,10.2753,170.8646,299.53,82,98,8.45,MH,1738090161
442,wolmaransstad,-27.1974,25.9831,298.62,32,100,1.03,ZA,1738090162
443,kone,-21.0595,164.8658,296.3,89,44,1.99,NC,1738090163
444,kismayo,-0.3582,42.5454,297.75,85,0,6.21,SO,1738090165
445,mbandaka,0.0487,18.2603,298.48,71,22,1.29,CD,1738090166
446,'alaqahdari dishu,30.4374,63.313,284.63,36,81,3.48,AF,1738090167
447,san fernando de apure,7.8878,-67.4724,309.69,28,68,4.18,VE,1738090168
448,luderitz,-26.6481,15.1594,291.54,92,14,3.56,NA,1738090169
449,mahibadhoo,3.7833,72.9667,299.98,79,100,3.92,MV,1738090170
450,puerto santa,-8.9906,-78.6456,297.04,72,19,4.25,PE,1738090172
451,armacao de buzios,-22.7469,-41.8817,304.24,87,99,5.15,BR,1738090173
452,kulunda,52.566,78.9385,259.69,97,100,2.88,RU,1738090174
453,tahe,52.3333,124.7333,246.81,100,94,1.65,CN,1738090175
454,geraldton,-28.7667,114.6,296.38,83,0,1.03,AU,1738090176
455,port macquarie,-31.4333,152.9167,294.3,98,76,2.24,AU,1738090177
456,sumbawa besar,-8.5,117.4333,297.4,98,100,1.42,ID,1738090178
457,lucapa,-8.4192,20.7447,291.5,91,100,1.11,AO,1738090179
458,sungai penuh,-2.0833,101.3833,292.23,96,100,2.11,ID,1738090181
459,cabo san lucas,22.8909,-109.9124,296.21,63,100,3.13,MX,1738090182
460,birjand,32.8663,59.2211,276.41,75,40,3.09,IR,1738090183
461,maragogi,-9.0122,-35.2225,301.32,70,98,4.52,BR,1738090184
462,san clemente del tuyu,-36.3569,-56.7235,296.46,65,100,10.84,AR,1738090186
463,gamba,-2.65,10.0,299.03,83,100,2.07,GA,1738090187
464,al hawatah,13.4167,34.6333,298.83,19,0,4.5,SD,1738090188
465,lodja,-3.4833,23.4333,295.28,90,71,0.89,CD,1738090189
466,tateyama,34.9833,139.8667,281.14,49,0,16.59,JP,1738090032
467,gisborne,-38.6533,178.0042,288.22,77,1,4.16,NZ,1738090192
468,rabo de peixe,37.8,-25.5833,290.92,99,75,6.69,PT,1738090193
469,roma,43.2128,-75.4557,267.42,50,100,5.66,US,1738090194
470,fish town,5.1964,-7.8756,298.44,80,89,2.27,LR,1738090195
471,saldanha,-33.0117,17.9442,293.82,84,42,2.55,ZA,1738090196
472,bafq,31.6128,55.4107,278.66,63,5,4.37,IR,1738090197
473,rosarito,32.3333,-117.0333,284.56,63,12,2.16,MX,1738090198
474,mili,6.0815,171.735,299.65,82,95,6.46,MH,1738090200
475,helena valley west central,46.6629,-112.0604,274.34,72,0,1.54,US,1738090201
476,moyobamba,-6.05,-76.9667,297.14,90,70,0.64,PE,1738090202
477,vorkuta,67.5,64.0,248.5,98,100,0.66,RU,1738090203
478,farias brito,-6.9306,-39.5656,299.85,73,82,2.34,BR,1738090204
479,kaa-khem,51.6833,94.7333,258.39,94,100,0.81,RU,1738090205
480,crane,31.3974,-102.3501,283.21,81,100,4.38,US,1738090207
481,saint-mandrier-sur-mer,43.078,5.929,285.42,68,0,7.15,FR,1738090208
482,kandahar,31.0,65.75,282.38,37,90,1.95,AF,1738090209
483,the bottom,17.6259,-63.2492,297.6,80,5,7.35,BQ,1738090210
484,juan griego,11.0817,-63.9655,302.66,61,31,5.68,VE,1738090211
485,jayapura,-2.5333,140.7,296.81,90,97,0.34,ID,1738090212
486,agat village,13.3886,144.6585,299.68,79,0,4.63,GU,1738090214
487,sarikei,2.1167,111.5167,296.1,99,100,1.66,MY,1738090215
488,al bardiyah,31.7561,25.0865,287.44,70,0,1.3,LY,1738090216
489,timoteo,-19.5825,-42.6444,306.63,86,100,1.04,BR,1738090217
490,diplo,24.4667,69.584,293.18,54,9,4.15,PK,1738090218
491,ain sukhna,29.6002,32.3167,287.86,63,92,3.23,EG,1738090219
492,sisimiut,66.9395,-53.6735,264.43,73,100,5.13,GL,1738090220
493,raiganj,25.6167,88.1167,288.85,50,0,0.86,IN,1738090221
494,santa rosa de rio primero,-31.1523,-63.4019,305.21,38,24,5.92,AR,1738090223
495,eldoret,0.5204,35.2699,287.2,88,75,2.06,KE,1738090224
496,moose jaw,50.4001,-105.5344,275.3,69,75,8.23,CA,1738090225
497,tidjikja,18.5564,-11.4271,298.24,11,4,5.56,MR,1738090226
498,tayshet,55.9342,98.0044,252.12,91,100,4.51,RU,1738090227
499,brookings,44.3114,-96.7984,282.29,43,0,13.89,US,1738090228
500,altay,47.8667,88.1167,258.19,63,53,3.31,CN,1738090229
501,alice springs,-23.7,133.8833,299.9,44,17,3.6,AU,1738090231
502,kupang,-10.1667,123.5833,300.47,94,100,1.03,ID,1738090232
503,miri,4.4148,114.0089,297.23,100,40,1.54,MY,1738090233
504,raton,36.9034,-104.4391,280.49,29,0,3.09,US,1738090234
505,acarau,-2.8856,-40.12,301.59,73,3,6.7,BR,1738090235
506,sarpang,26.864,90.2674,286.0,68,35,1.99,BT,1738090236
507,buka,40.8108,69.1986,275.81,70,100,1.86,UZ,1738090238
508,karratha,-20.7377,116.8463,304.86,62,99,4.17,AU,1738090239
509,zelenoborskiy,66.845,32.3622,269.58,97,100,3.19,RU,1738090240
510,dondo,-19.6094,34.7431,297.72,92,100,3.82,MZ,1738090241
511,upington,-28.4478,21.2561,300.95,41,77,10.69,ZA,1738090242
512,ati,13.2154,18.3353,295.37,14,27,4.96,TD,1738090243
513,barah,13.7,30.3667,291.34,19,0,4.84,SD,1738090245
514,ath thawrah,35.8469,38.5443,284.6,42,0,2.34,SY,1738090246
515,archangelos,36.2149,28.1149,287.21,85,66,1.61,GR,1738090247
516,toguchin,55.2353,84.3858,259.72,95,100,2.92,RU,1738090248
517,timbuktu,16.7735,-3.0074,299.78,9,100,4.59,ML,1738090249
518,egersund,58.4513,5.9997,278.71,90,100,8.38,NO,1738090250
519,khorixas,-20.3667,14.9667,295.01,63,49,6.28,NA,1738090252
520,khark,29.2614,50.3306,291.5,57,0,6.64,IR,1738090253
521,saint-philippe,-21.3585,55.7679,299.71,86,99,0.41,RE,1738090254
522,ts'alenjikha,42.6044,42.0682,280.28,57,1,2.21,GE,1738090255
523,bikenibeu village,1.3673,173.1241,299.13,83,20,4.63,KI,1738090256
524,sena madureira,-9.0656,-68.6569,303.71,59,99,1.74,BR,1738090257
525,guerrero negro,27.9769,-114.0611,288.79,50,10,7.67,MX,1738090259
526,antonio enes,-16.2325,39.9086,299.54,89,100,0.85,MZ,1738090260
527,magadan,59.5667,150.8,249.62,69,6,3.12,RU,1738090261
528,porto seguro,-16.4497,-39.0647,302.44,70,40,8.23,BR,1738090262
529,nampula,-15.1165,39.2666,296.22,94,100,0.71,MZ,1738090263
530,menongue,-14.6585,17.691,292.0,81,99,1.18,AO,1738090265
531,yaren,-0.5472,166.916,300.25,74,99,6.65,NR,1738090266
532,mar del plata,-38.0023,-57.5575,296.16,55,20,8.23,AR,1738090038
533,kitob,39.0843,66.8332,276.61,72,100,1.35,UZ,1738090268
534,hammerfest,70.6634,23.6821,272.4,69,0,3.09,NO,1738090269
535,lugus,5.7036,120.8203,300.52,81,100,4.47,PH,1738090270
536,garwolin,51.8975,21.6147,283.32,77,98,4.47,PL,1738090271
537,troitsko-pechorsk,62.7084,56.1964,259.66,95,100,2.87,RU,1738090272
538,maturin,9.75,-63.1767,302.06,94,84,2.57,VE,1738090273
539,tamanrasset,22.785,5.5228,292.1,12,0,2.57,DZ,1738090275
540,ratnagiri,16.9833,73.3,296.78,62,100,1.38,IN,1738090276
541,sao vicente,-23.9631,-46.3919,300.92,33,75,4.12,BR,1738090277
542,nova vicosa,-17.8919,-39.3719,301.88,65,100,5.58,BR,1738090278
543,linxia chengguanzhen,35.6003,103.2064,262.73,81,100,0.79,CN,1738090279
544,olmos,-5.9847,-79.7453,305.87,38,97,2.6,PE,1738090280
545,goondiwindi,-28.55,150.3167,297.59,54,0,3.19,AU,1738090281
546,carthage,36.8611,10.3316,288.89,67,20,2.57,TN,1738090282
547,menaka,15.9182,2.4022,299.39,10,5,3.65,ML,1738090283
548,vegreville,53.5001,-112.0518,274.18,64,100,4.12,CA,1738090285
549,arzgir,45.3728,44.2206,275.86,87,18,3.67,RU,1738090286
550,afif,23.9065,42.9172,288.83,45,0,5.25,SA,1738090287
551,crestview,30.7621,-86.5705,289.77,55,75,2.57,US,1738090289
552,cole harbour,44.6724,-63.4751,274.8,88,100,6.17,CA,1738090290
553,sequim,48.0795,-123.1018,280.03,75,6,0.45,US,1738090291
554,oriximina,-1.7656,-55.8661,305.64,55,85,1.59,BR,1738090292
555,nanning,22.8167,108.3167,286.4,28,100,1.77,CN,1738089795
556,margate,51.3813,1.3862,281.41,88,100,0.89,GB,1738090294
557,kenai,60.5544,-151.2583,265.45,68,75,7.72,US,1738090296
558,aykhal,66.0,111.5,246.22,100,100,2.01,RU,1738090297
559,port sudan,19.6175,37.2164,296.08,59,0,2.85,SD,1738090298
560,zavoronezhskoye,52.8801,40.5526,275.3,89,100,3.47,RU,1738090299
561,acara,-1.9608,-48.1967,302.3,68,100,1.22,BR,1738090300
562,hami,42.8,93.45,265.69,54,90,1.38,CN,1738090302
563,slave lake,55.2834,-114.769,276.14,56,100,7.2,CA,1738090202
564,dodola,6.9833,39.1833,289.43,57,100,0.48,ET,1738090304
565,yumbe,3.4651,31.2469,297.26,24,8,2.99,UG,1738090305
566,sampit,-2.5333,112.95,295.95,96,100,0.91,ID,1738090307
567,logrono,42.4667,-2.45,279.87,81,40,6.17,ES,1738090308
